,mag,place,time,updated,tz,url,detail,felt,cdi,mmi,alert,status,tsunami,sig,net,code,ids,sources,types,nst,dmin,rms,gap,magType,type,title,index,type,coordinates,index
0,3.45,"13km ENE of Anza, CA",-126343765170,1587071931892,,https://earthquake.usgs.gov/earthquakes/eventpage/ci3330336,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci3330336&format=geojson,,,7,,reviewed,0,183,ci,3330336,",ci3330336,atlas19651230163033,",",ci,atlas,",",origin,phase-data,shakemap,",5,0.7596,0.29,214,ml,earthquake,"M 3.5 - 13km ENE of Anza, CA",0,Point,"[-116.5368333, 33.581, 6]",0
0,3.31,"46km E of Trona, CA",-126518918200,1454010317070,,https://earthquake.usgs.gov/earthquakes/eventpage/ci3330335,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci3330335&format=geojson,,,,,reviewed,0,169,ci,3330335,",ci3330335,",",ci,",",origin,phase-data,",8,0.4543,0.6,212,ml,earthquake,"M 3.3 - 46km E of Trona, CA",1,Point,"[-116.8661667, 35.7543333, 6]",1
0,3.58,"46km WSW of Shoshone, CA",-126519770290,1454009803920,,https://earthquake.usgs.gov/earthquakes/eventpage/ci3330334,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci3330334&format=geojson,,,,,reviewed,0,197,ci,3330334,",ci3330334,",",ci,",",origin,phase-data,",9,0.5792,0.4,217,ml,earthquake,"M 3.6 - 46km WSW of Shoshone, CA",2,Point,"[-116.7635, 35.8811667, 6]",2
0,3.19,"38km WSW of Shoshone, CA",-126579169270,1454010583780,,https://earthquake.usgs.gov/earthquakes/eventpage/ci3330332,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci3330332&format=geojson,,,,,reviewed,0,157,ci,3330332,",ci3330332,",",ci,",",origin,phase-data,",7,0.5851,0.5,242,ml,earthquake,"M 3.2 - 38km WSW of Shoshone, CA",3,Point,"[-116.6728333, 35.878, 6]",3
0,3.62,"48km WSW of Shoshone, CA",-126650661820,1454011081300,,https://earthquake.usgs.gov/earthquakes/eventpage/ci3330331,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci3330331&format=geojson,,,,,reviewed,0,202,ci,3330331,",ci3330331,",",ci,",",origin,phase-data,",8,0.5639,0.32,217,ml,earthquake,"M 3.6 - 48km WSW of Shoshone, CA",4,Point,"[-116.7841667, 35.8666667, 6]",4
0,3.61,"9km NNE of Lake Henshaw, CA",-126696899140,1454010583300,,https://earthquake.usgs.gov/earthquakes/eventpage/ci3330330,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci3330330&format=geojson,,,,,reviewed,0,200,ci,3330330,",ci3330330,",",ci,",",origin,phase-data,",10,0.1097,0.51,113,ml,earthquake,"M 3.6 - 9km NNE of Lake Henshaw, CA",5,Point,"[-116.7376667, 33.3205, 5.6]",5
0,2.89,"26km SW of Malibu, CA",-126700345000,1454009545080,,https://earthquake.usgs.gov/earthquakes/eventpage/ci3330329,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci3330329&format=geojson,,,,,reviewed,0,128,ci,3330329,",ci3330329,",",ci,",",origin,phase-data,",7,0.7566,0.4,197,ml,earthquake,"M 2.9 - 26km SW of Malibu, CA",6,Point,"[-118.9951667, 33.8256667, 6]",6
0,2.76,"39km E of Trona, CA",-126720904740,1454010049600,,https://earthquake.usgs.gov/earthquakes/eventpage/ci3330328,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci3330328&format=geojson,,,,,reviewed,0,117,ci,3330328,",ci3330328,",",ci,",",origin,phase-data,",5,0.4336,0.34,200,ml,earthquake,"M 2.8 - 39km E of Trona, CA",7,Point,"[-116.9558333, 35.7186667, 6]",7
0,2.96,"47km W of Shoshone, CA",-126757353710,1454010582840,,https://earthquake.usgs.gov/earthquakes/eventpage/ci3330327,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci3330327&format=geojson,,,,,reviewed,0,135,ci,3330327,",ci3330327,",",ci,",",origin,phase-data,",5,0.5947,0.39,278,ml,earthquake,"M 3.0 - 47km W of Shoshone, CA",8,Point,"[-116.7853333, 35.8975, 6]",8
0,2.95,"50km WSW of Shoshone, CA",-126774622920,1454010582350,,https://earthquake.usgs.gov/earthquakes/eventpage/ci3330325,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci3330325&format=geojson,,,,,reviewed,0,134,ci,3330325,",ci3330325,",",ci,",",origin,phase-data,",3,0.4928,0.25,271,ml,earthquake,"M 3.0 - 50km WSW of Shoshone, CA",9,Point,"[-116.7791667, 35.7951667, 6]",9
0,3.39,"44km E of Trona, CA",-126777014100,1454010049140,,https://earthquake.usgs.gov/earthquakes/eventpage/ci3330324,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci3330324&format=geojson,,,,,reviewed,0,177,ci,3330324,",ci3330324,",",ci,",",origin,phase-data,",9,0.4251,0.48,190,ml,earthquake,"M 3.4 - 44km E of Trona, CA",10,Point,"[-116.8963333, 35.7213333, 6]",10
0,2.79,"38km E of Trona, CA",-126778281890,1454010048640,,https://earthquake.usgs.gov/earthquakes/eventpage/ci3330323,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci3330323&format=geojson,,,,,reviewed,0,120,ci,3330323,",ci3330323,",",ci,",",origin,phase-data,",2,0.4228,0.21,238,mh,earthquake,"M 2.8 - 38km E of Trona, CA",11,Point,"[-116.968, 35.7041667, 6]",11
0,3.02,"35km ESE of Trona, CA",-126778599520,1454010837290,,https://earthquake.usgs.gov/earthquakes/eventpage/ci3330322,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci3330322&format=geojson,,,,,reviewed,0,140,ci,3330322,",ci3330322,",",ci,",",origin,phase-data,",4,0.407,0.23,191,ml,earthquake,"M 3.0 - 35km ESE of Trona, CA",12,Point,"[-117.0045, 35.6758333, 6]",12
0,3.47,"48km WSW of Shoshone, CA",-126778881840,1454010316510,,https://earthquake.usgs.gov/earthquakes/eventpage/ci3330321,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci3330321&format=geojson,,,,,reviewed,0,185,ci,3330321,",ci3330321,",",ci,",",origin,phase-data,",7,0.5284,0.18,246,ml,earthquake,"M 3.5 - 48km WSW of Shoshone, CA",13,Point,"[-116.778, 35.8308333, 6]",13
0,2.61,"23km NNW of Tehachapi, CA",-126817923080,1454010581860,,https://earthquake.usgs.gov/earthquakes/eventpage/ci3330320,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci3330320&format=geojson,,,,,reviewed,0,105,ci,3330320,",ci3330320,",",ci,",",origin,phase-data,",7,0.4512,0.55,96,ml,earthquake,"M 2.6 - 23km NNW of Tehachapi, CA",14,Point,"[-118.5201667, 35.3335, 6]",14
0,2.89,"23km NNW of Tehachapi, CA",-126818153660,1454010316010,,https://earthquake.usgs.gov/earthquakes/eventpage/ci3330319,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci3330319&format=geojson,,,,,reviewed,0,128,ci,3330319,",ci3330319,",",ci,",",origin,phase-data,",9,0.4513,0.6,98,ml,earthquake,"M 2.9 - 23km NNW of Tehachapi, CA",15,Point,"[-118.541, 35.3216667, 6]",15
0,2.77,"46km E of Trona, CA",-126900744040,1454010836800,,https://earthquake.usgs.gov/earthquakes/eventpage/ci3330318,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci3330318&format=geojson,,,,,reviewed,0,118,ci,3330318,",ci3330318,",",ci,",",origin,phase-data,",4,0.5037,0.47,262,mh,earthquake,"M 2.8 - 46km E of Trona, CA",16,Point,"[-116.8686667, 35.804, 6]",16
