,mag,place,time,updated,tz,url,detail,felt,cdi,mmi,alert,status,tsunami,sig,net,code,ids,sources,types,nst,dmin,rms,gap,magType,type,title,index,type,coordinates,index
0,3.28,"23km SSW of La Quinta, CA",-247684977410,1454009722300,,https://earthquake.usgs.gov/earthquakes/eventpage/ci3344495,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci3344495&format=geojson,,,,,reviewed,0,166,ci,3344495,",ci3344495,",",ci,",",origin,phase-data,",6,0.6926,0.44,125,ml,earthquake,"M 3.3 - 23km SSW of La Quinta, CA",0,Point,"[-116.4233333, 33.4808333, 6]",0
0,4.03,"66km ENE of Beatty, NV",-247816798560,1454009721800,,https://earthquake.usgs.gov/earthquakes/eventpage/ci3344494,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci3344494&format=geojson,,,,,reviewed,0,250,ci,3344494,",ci3344494,",",ci,",",origin,phase-data,",10,1.759,1.6,263,ml,nuclear explosion,"M 4.0 Nuclear Explosion - 66km ENE of Beatty, NV",1,Point,"[-116.0318333, 37.0483333, 0.1]",1
0,3.93,"67km ENE of Beatty, NV",-247888606040,1454011013890,,https://earthquake.usgs.gov/earthquakes/eventpage/ci3344492,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci3344492&format=geojson,,,,,reviewed,0,238,ci,3344492,",ci3344492,",",ci,",",origin,phase-data,",6,,5.08,332,ml,nuclear explosion,"M 3.9 Nuclear Explosion - 67km ENE of Beatty, NV",2,Point,"[-116.0483333, 37.1288333, 0.3]",2
0,3.83,"68km ENE of Beatty, NV",-248162998910,1454010490920,,https://earthquake.usgs.gov/earthquakes/eventpage/ci3344491,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci3344491&format=geojson,,,,,reviewed,0,226,ci,3344491,",ci3344491,",",ci,",",origin,phase-data,",8,1.755,0.89,278,ml,nuclear explosion,"M 3.8 Nuclear Explosion - 68km ENE of Beatty, NV",3,Point,"[-116.0371667, 37.1273333, 0.2]",3
0,3.71,"66km ENE of Beatty, NV",-248167799600,1454010761290,,https://earthquake.usgs.gov/earthquakes/eventpage/ci3344490,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci3344490&format=geojson,,,,,reviewed,0,212,ci,3344490,",ci3344490,",",ci,",",origin,phase-data,",9,1.761,1.16,280,ml,nuclear explosion,"M 3.7 Nuclear Explosion - 66km ENE of Beatty, NV",4,Point,"[-116.0295, 37.0491667, 0.2]",4
0,2.67,"5km ENE of Oxnard, CA",-248214861610,1454011013380,,https://earthquake.usgs.gov/earthquakes/eventpage/ci3344489,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci3344489&format=geojson,,,,,reviewed,0,110,ci,3344489,",ci3344489,",",ci,",",origin,phase-data,",9,0.5304,0.62,73,ml,earthquake,"M 2.7 - 5km ENE of Oxnard, CA",5,Point,"[-119.1338333, 34.2165, 6]",5
0,3,"6km WNW of Acton, CA",-248395954730,1459558492728,,https://earthquake.usgs.gov/earthquakes/eventpage/ci3344488,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci3344488&format=geojson,,,,,reviewed,0,138,ci,3344488,",ci3344488,",",ci,",",nearby-cities,origin,phase-data,",9,0.3118,0.3,102,ml,earthquake,"M 3.0 - 6km WNW of Acton, CA",6,Point,"[-118.2548333, 34.4903333, 5.27]",6
0,3.17,"6km ESE of Garnet, CA",-248404825430,1454009720780,,https://earthquake.usgs.gov/earthquakes/eventpage/ci3344487,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci3344487&format=geojson,,,,,reviewed,0,155,ci,3344487,",ci3344487,",",ci,",",origin,phase-data,",7,0.6181,0.55,114,ml,earthquake,"M 3.2 - 6km ESE of Garnet, CA",7,Point,"[-116.4886667, 33.8885, 6]",7
0,4.28,"71km ENE of Beatty, NV",-248507998980,1454010760770,,https://earthquake.usgs.gov/earthquakes/eventpage/ci3344486,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci3344486&format=geojson,,,,,reviewed,0,282,ci,3344486,",ci3344486,",",ci,",",origin,phase-data,",12,1.743,1.61,269,ml,nuclear explosion,"M 4.3 Nuclear Explosion - 71km ENE of Beatty, NV",8,Point,"[-116.0593333, 37.2263333, 0.3]",8
0,4.5,"12 km ESE of Fredonia, Arizona",-248546837100,1528145025000,,https://earthquake.usgs.gov/earthquakes/eventpage/ushis2539,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ushis2539&format=geojson,,,,,reviewed,0,312,ushis,2539,",ushis2539,",",ushis,",",impact-text,origin,",,,,,ml,earthquake,"M 4.5 - 12 km ESE of Fredonia, Arizona",9,Point,"[-112.4, 36.9, 26]",9
