,mag,place,time,updated,tz,url,detail,felt,cdi,mmi,alert,status,tsunami,sig,net,code,ids,sources,types,nst,dmin,rms,gap,magType,type,title,index,type,coordinates,index
0,3.03,"8km WNW of Grapevine, CA",-468476341840,1454003995660,,https://earthquake.usgs.gov/earthquakes/eventpage/ci3297740,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci3297740&format=geojson,,,,,reviewed,0,141,ci,3297740,",ci3297740,",",ci,",",origin,phase-data,",10,0.1311,0.41,141,ml,earthquake,"M 3.0 - 8km WNW of Grapevine, CA",0,Point,"[-119.0045, 34.971, 14.2]",0
0,2.83,"3km WNW of Fontana, CA",-468567012400,1454005657020,,https://earthquake.usgs.gov/earthquakes/eventpage/ci3297739,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci3297739&format=geojson,,,,,reviewed,0,123,ci,3297739,",ci3297739,",",ci,",",origin,phase-data,",8,0.1435,0.32,135,ml,earthquake,"M 2.8 - 3km WNW of Fontana, CA",1,Point,"[-117.4845, 34.1051667, 6.02]",1
0,2.69,"0km W of Buena Park, CA",-468735361050,1454005656530,,https://earthquake.usgs.gov/earthquakes/eventpage/ci3297738,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci3297738&format=geojson,,,,,reviewed,0,111,ci,3297738,",ci3297738,",",ci,",",origin,phase-data,",6,0.3125,0.19,216,ml,earthquake,"M 2.7 - 0km W of Buena Park, CA",2,Point,"[-118.0031667, 33.8681667, 6]",2
0,2.38,"1km SSE of Torrance, CA",-468754296420,1454005379280,,https://earthquake.usgs.gov/earthquakes/eventpage/ci3297737,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci3297737&format=geojson,,,,,reviewed,0,87,ci,3297737,",ci3297737,",",ci,",",origin,phase-data,",9,0.3492,0.56,220,ml,earthquake,"M 2.4 - 1km SSE of Torrance, CA",3,Point,"[-118.3373333, 33.8268333, 6]",3
0,2.85,"3km E of Inglewood, CA",-468942784830,1454004538950,,https://earthquake.usgs.gov/earthquakes/eventpage/ci3297736,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci3297736&format=geojson,,,,,reviewed,0,125,ci,3297736,",ci3297736,",",ci,",",origin,phase-data,",12,0.2264,0.47,162,ml,earthquake,"M 2.9 - 3km E of Inglewood, CA",4,Point,"[-118.3163333, 33.9563333, 11.79]",4
0,3.1,"22km NNW of Tehachapi, CA",-469001121020,1454005378780,,https://earthquake.usgs.gov/earthquakes/eventpage/ci3297735,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci3297735&format=geojson,,,,,reviewed,0,148,ci,3297735,",ci3297735,",",ci,",",origin,phase-data,",7,0.3447,0.42,146,ml,earthquake,"M 3.1 - 22km NNW of Tehachapi, CA",5,Point,"[-118.5215, 35.3195, 6]",5
0,4.8,"49 km NNE of Gabbs, Nevada",-469066193000,1528145024000,,https://earthquake.usgs.gov/earthquakes/eventpage/ushis2016,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ushis2016&format=geojson,,,,,reviewed,0,354,ushis,2016,",ushis2016,",",ushis,",",impact-text,origin,",,,,,ml,earthquake,"M 4.8 - 49 km NNE of Gabbs, Nevada",6,Point,"[-117.8, 39.3, None]",6
0,3.07,"12km WSW of Hermosa Beach, CA",-469476104660,1454005656040,,https://earthquake.usgs.gov/earthquakes/eventpage/ci3297732,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci3297732&format=geojson,,,,,reviewed,0,145,ci,3297732,",ci3297732,",",ci,",",origin,phase-data,",6,0.4331,0.55,276,ml,earthquake,"M 3.1 - 12km WSW of Hermosa Beach, CA",7,Point,"[-118.5205, 33.8261667, 6]",7
0,2.66,"22km NNW of Tehachapi, CA",-469652072630,1454004538420,,https://earthquake.usgs.gov/earthquakes/eventpage/ci3297727,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci3297727&format=geojson,,,,,reviewed,0,109,ci,3297727,",ci3297727,",",ci,",",origin,phase-data,",11,0.3346,0.6,116,ml,earthquake,"M 2.7 - 22km NNW of Tehachapi, CA",8,Point,"[-118.4983333, 35.328, 6]",8
0,3.44,"19km N of Tehachapi, CA",-469656630790,1454004537920,,https://earthquake.usgs.gov/earthquakes/eventpage/ci3297726,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci3297726&format=geojson,,,,,reviewed,0,182,ci,3297726,",ci3297726,",",ci,",",origin,phase-data,",12,0.362,0.48,117,ml,earthquake,"M 3.4 - 19km N of Tehachapi, CA",9,Point,"[-118.4873333, 35.3001667, 6]",9
