,mag,place,time,updated,tz,url,detail,felt,cdi,mmi,alert,status,tsunami,sig,net,code,ids,sources,types,nst,dmin,rms,gap,magType,type,title,index,type,coordinates,index
0,2.35,"10km WNW of Garnet, CA",1.68558E+12,1.68567E+12,,https://earthquake.usgs.gov/earthquakes/eventpage/ci40239351,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci40239351&format=geojson,1,1,,,reviewed,0,85,ci,40239351,",ci40239351,",",ci,",",dyfi,focal-mechanism,nearby-cities,origin,phase-data,scitech-link,",78,0.0559,0.12,29,ml,earthquake,"M 2.4 - 10km WNW of Garnet, CA",0,Point,"[-116.6428333, 33.9506667, 16.34]",0
0,2.34,"8km NNE of Banning, CA",1.68555E+12,1.68601E+12,,https://earthquake.usgs.gov/earthquakes/eventpage/ci40238895,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci40238895&format=geojson,3,2,,,reviewed,0,85,ci,40238895,",ci40238895,",",ci,",",dyfi,focal-mechanism,nearby-cities,origin,phase-data,scitech-link,",101,0.048,0.15,19,ml,earthquake,"M 2.3 - 8km NNE of Banning, CA",1,Point,"[-116.8393333, 33.9948333, 17.81]",1
0,2.21,"6km WNW of The Geysers, CA",1.68554E+12,1.68557E+12,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73892025,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73892025&format=geojson,,,,,reviewed,0,75,nc,73892025,",nc73892025,",",nc,",",focal-mechanism,nearby-cities,origin,phase-data,scitech-link,",76,0.007116,0.06,18,md,earthquake,"M 2.2 - 6km WNW of The Geysers, CA",2,Point,"[-122.8223333, 38.8041667, 2.01]",2
0,2.32,"1km NNW of Signal Hill, CA",1.68553E+12,1.68624E+12,,https://earthquake.usgs.gov/earthquakes/eventpage/ci40238647,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci40238647&format=geojson,159,4.1,,,reviewed,0,148,ci,40238647,",ci40238647,",",ci,",",dyfi,focal-mechanism,nearby-cities,origin,phase-data,scitech-link,",70,0.03429,0.3,84,ml,earthquake,"M 2.3 - 1km NNW of Signal Hill, CA",3,Point,"[-118.1711667, 33.8158333, 5.3]",3
0,2.08,"2km NW of Signal Hill, CA",1.68552E+12,1.68624E+12,,https://earthquake.usgs.gov/earthquakes/eventpage/ci40238615,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci40238615&format=geojson,95,3.8,,,reviewed,0,103,ci,40238615,",ci40238615,",",ci,",",dyfi,nearby-cities,origin,phase-data,scitech-link,",52,0.03125,0.29,78,ml,earthquake,"M 2.1 - 2km NW of Signal Hill, CA",4,Point,"[-118.1811667, 33.818, 6.99]",4
0,2.09,"17km NE of Olancha, CA",1.68552E+12,1.68564E+12,,https://earthquake.usgs.gov/earthquakes/eventpage/ci40238607,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci40238607&format=geojson,,,,,reviewed,0,67,ci,40238607,",ci40238607,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",25,0.2488,0.2,69,ml,earthquake,"M 2.1 - 17km NE of Olancha, CA",5,Point,"[-117.8793333, 36.3988333, 1.71]",5
0,2.1,"13 km NE of Hawthorne, Nevada",1.68551E+12,1.68559E+12,,https://earthquake.usgs.gov/earthquakes/eventpage/nn00860552,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nn00860552&format=geojson,,,,,reviewed,0,68,nn,860552,",nn00860552,",",nn,",",origin,phase-data,",15,0.373,0.2115,53.12,ml,earthquake,"M 2.1 - 13 km NE of Hawthorne, Nevada",6,Point,"[-118.5379, 38.6234, 7.4]",6
0,3.06,"25km SW of Lone Pine, CA",1.6855E+12,1.69127E+12,,https://earthquake.usgs.gov/earthquakes/eventpage/ci40238455,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci40238455&format=geojson,17,2.9,,,reviewed,0,149,ci,40238455,",ci40238455,us7000k554,",",ci,us,",",dyfi,focal-mechanism,nearby-cities,origin,phase-data,scitech-link,",33,0.242,0.15,63,ml,earthquake,"M 3.1 - 25km SW of Lone Pine, CA",7,Point,"[-118.2483333, 36.4115, 2.54]",7
0,2.29,"17km SSE of Lone Pine, CA",1.68548E+12,1.68669E+12,,https://earthquake.usgs.gov/earthquakes/eventpage/ci40238223,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci40238223&format=geojson,,,,,reviewed,0,81,ci,40238223,",ci40238223,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",31,0.1587,0.17,47,ml,earthquake,"M 2.3 - 17km SSE of Lone Pine, CA",8,Point,"[-117.9703333, 36.4593333, 5.37]",8
0,3.56,"15km SSE of Port Hueneme, CA",1.68548E+12,1.69127E+12,,https://earthquake.usgs.gov/earthquakes/eventpage/ci40238207,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci40238207&format=geojson,189,4.3,3.296,,reviewed,0,276,ci,40238207,",ci40238207,us7000k534,",",ci,us,",",dyfi,focal-mechanism,nearby-cities,origin,phase-data,scitech-link,shakemap,",73,0.1353,0.29,97,ml,earthquake,"M 3.6 - 15km SSE of Port Hueneme, CA",9,Point,"[-119.1248333, 34.0218333, 13.56]",9
