,mag,place,time,updated,tz,url,detail,felt,cdi,mmi,alert,status,tsunami,sig,net,code,ids,sources,types,nst,dmin,rms,gap,magType,type,title,index,type,coordinates,index
0,2.13,"6 km W of Cobb, California",770421681280,1482388582640,,https://earthquake.usgs.gov/earthquakes/eventpage/nc403101,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc403101&format=geojson,,,,,reviewed,0,70,nc,403101,",nc403101,",",nc,",",focal-mechanism,nearby-cities,origin,phase-data,",27,0.01171,0.05,37,md,earthquake,"M 2.1 - 6 km W of Cobb, California",0,Point,"[-122.799, 38.8188333, 2.85]",0
0,3,"51km W of Mesquite, Nevada",770416497010,1455226457809,,https://earthquake.usgs.gov/earthquakes/eventpage/ci3169970,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci3169970&format=geojson,,,,,reviewed,0,138,ci,3169970,",ci3169970,",",ci,",",nearby-cities,origin,phase-data,",3,2.126,0.35,331,mh,earthquake,"M 3.0 - 51km W of Mesquite, Nevada",1,Point,"[-114.6563333, 36.7901667, 4.739]",1
0,2.03,"8 km WSW of Cobb, California",770403141230,1482388515639,,https://earthquake.usgs.gov/earthquakes/eventpage/nc403087,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc403087&format=geojson,,,,,reviewed,0,63,nc,403087,",nc403087,",",nc,",",nearby-cities,origin,phase-data,",17,0.01712,0.02,48,md,earthquake,"M 2.0 - 8 km WSW of Cobb, California",2,Point,"[-122.8145, 38.7998333, 3.378]",2
0,2.48,"21 km NE of Soledad, California",770399830180,1482388496980,,https://earthquake.usgs.gov/earthquakes/eventpage/nc403083,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc403083&format=geojson,,,,,reviewed,0,95,nc,403083,",nc403083,ci3169937,",",nc,ci,",",focal-mechanism,nearby-cities,origin,phase-data,",60,0.00991,0.04,33,md,earthquake,"M 2.5 - 21 km NE of Soledad, California",3,Point,"[-121.1856667, 36.5845, 6.44]",3
0,2.36,"3 km SSE of San Ardo, California",770390946720,1482388459850,,https://earthquake.usgs.gov/earthquakes/eventpage/nc403069,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc403069&format=geojson,,,,,reviewed,0,86,nc,403069,",nc403069,ci3169921,",",nc,ci,",",focal-mechanism,nearby-cities,origin,phase-data,",44,0.03063,0.07,38,md,earthquake,"M 2.4 - 3 km SSE of San Ardo, California",4,Point,"[-120.8868333, 35.9941667, 7.969]",4
0,2.1,"1km WSW of San Fernando, California",770382623910,1455299100734,,https://earthquake.usgs.gov/earthquakes/eventpage/ci3169908,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci3169908&format=geojson,,,,,reviewed,0,68,ci,3169908,",ci3169908,",",ci,",",nearby-cities,origin,phase-data,",0,,0.275,32.9,mc,earthquake,"M 2.1 - 1km WSW of San Fernando, California",5,Point,"[-118.446, 34.28, 2.848]",5
0,2.54,"6km NNW of Pacoima, California",770372357160,1455335588603,,https://earthquake.usgs.gov/earthquakes/eventpage/ci3169898,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci3169898&format=geojson,,,,,reviewed,0,99,ci,3169898,",ci3169898,",",ci,",",nearby-cities,origin,phase-data,",0,,0.237,21.4,ml,earthquake,"M 2.5 - 6km NNW of Pacoima, California",6,Point,"[-118.458, 34.336, 3.357]",6
0,2.2,"25km E of Furnace Creek, California",770360565640,1455344431945,,https://earthquake.usgs.gov/earthquakes/eventpage/ci3169876,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci3169876&format=geojson,,,,,reviewed,0,74,ci,3169876,",ci3169876,",",ci,",",nearby-cities,origin,phase-data,",7,1.003,0.32,297,mh,earthquake,"M 2.2 - 25km E of Furnace Creek, California",7,Point,"[-116.5765, 36.4545, 5.07]",7
0,3.42,"10km NE of Ocotillo Wells, California",770353414430,1455344430763,,https://earthquake.usgs.gov/earthquakes/eventpage/ci3169866,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci3169866&format=geojson,,,,,reviewed,0,180,ci,3169866,",ci3169866,usp0006de4,",",ci,us,",",nearby-cities,origin,phase-data,",0,,0.274,40.2,ml,earthquake,"M 3.4 - 10km NE of Ocotillo Wells, California",8,Point,"[-116.049, 33.202, 3.333]",8
0,2.75,"8 km W of Cobb, California",770338629170,1482388260660,,https://earthquake.usgs.gov/earthquakes/eventpage/nc403247,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc403247&format=geojson,,,,,reviewed,0,116,nc,403247,",nc403247,",",nc,",",focal-mechanism,nearby-cities,origin,phase-data,",28,0.03243,0.06,37,md,earthquake,"M 2.8 - 8 km W of Cobb, California",9,Point,"[-122.8236667, 38.8316667, 1.111]",9
0,2.15,"5km NNE of Pacoima, California",770326052010,1455244797656,,https://earthquake.usgs.gov/earthquakes/eventpage/ci3169833,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci3169833&format=geojson,,,,,reviewed,0,71,ci,3169833,",ci3169833,",",ci,",",nearby-cities,origin,phase-data,",0,,0.264,37.9,mc,earthquake,"M 2.2 - 5km NNE of Pacoima, California",10,Point,"[-118.417, 34.326, 4.497]",10
0,2.79,"3km NNE of Canoga Park, California",770312600430,1455253566127,,https://earthquake.usgs.gov/earthquakes/eventpage/ci3169826,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci3169826&format=geojson,,,,,reviewed,0,120,ci,3169826,",ci3169826,usp0006ddg,",",ci,us,",",nearby-cities,origin,phase-data,",0,,0.283,40.5,ml,earthquake,"M 2.8 - 3km NNE of Canoga Park, California",11,Point,"[-118.594, 34.222, 18.288]",11
