,mag,place,time,updated,tz,url,detail,felt,cdi,mmi,alert,status,tsunami,sig,net,code,ids,sources,types,nst,dmin,rms,gap,magType,type,title,index,type,coordinates,index
0,2.19,"19km WSW of Olancha, CA",694222104100,1454629611690,,https://earthquake.usgs.gov/earthquakes/eventpage/ci2038415,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci2038415&format=geojson,,,,,reviewed,0,74,ci,2038415,",ci2038415,",",ci,",",origin,phase-data,",0,,0.191,121.1,mc,earthquake,"M 2.2 - 19km WSW of Olancha, CA",0,Point,"[-118.192, 36.2, 3.741]",0
0,2.24,"12km ESE of Delano, CA",694218944520,1454628245080,,https://earthquake.usgs.gov/earthquakes/eventpage/ci2038413,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci2038413&format=geojson,,,,,reviewed,0,77,ci,2038413,",ci2038413,",",ci,",",origin,phase-data,",0,,0.341,129.3,mc,earthquake,"M 2.2 - 12km ESE of Delano, CA",1,Point,"[-119.118, 35.744, 4.789]",1
0,2.57,"9 km SW of Kingvale, California",694200651850,1482103975840,,https://earthquake.usgs.gov/earthquakes/eventpage/nc242170,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc242170&format=geojson,,,,,reviewed,0,102,nc,242170,",nc242170,",",nc,",",focal-mechanism,nearby-cities,origin,phase-data,",24,0.4081,0.13,231,md,earthquake,"M 2.6 - 9 km SW of Kingvale, California",2,Point,"[-120.5026667, 39.2586667, 17.036]",2
0,3.3,"6 km S of Carter Springs, Nevada",694180222400,1454633702580,,https://earthquake.usgs.gov/earthquakes/eventpage/usp000516r,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp000516r&format=geojson,,,,,reviewed,0,168,us,p000516r,",ci2038385,usp000516r,",",ci,us,",",origin,phase-data,",,,,,ml,earthquake,"M 3.3 - 6 km S of Carter Springs, Nevada",3,Point,"[-119.637, 38.8, 11]",3
0,2.47,"63km NNE of Dixon Lane-Meadow Creek, CA",694178427770,1454626852240,,https://earthquake.usgs.gov/earthquakes/eventpage/ci2038384,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci2038384&format=geojson,,,,,reviewed,0,94,ci,2038384,",ci2038384,",",ci,",",origin,phase-data,",0,,0.286,239.2,mc,earthquake,"M 2.5 - 63km NNE of Dixon Lane-Meadow Creek, CA",4,Point,"[-118.098, 37.896, 3.903]",4
0,2.33,"12 km ESE of Elmira, California",694176108070,1482103917685,,https://earthquake.usgs.gov/earthquakes/eventpage/nc242153,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc242153&format=geojson,,,,,reviewed,0,84,nc,242153,",nc242153,",",nc,",",nearby-cities,origin,phase-data,",22,0.1586,0.37,138,md,earthquake,"M 2.3 - 12 km ESE of Elmira, California",5,Point,"[-121.7781667, 38.3121667, 17.558]",5
0,2.18,"17km N of Twentynine Palms, CA",694174961160,1454626851830,,https://earthquake.usgs.gov/earthquakes/eventpage/ci2038381,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci2038381&format=geojson,,,,,reviewed,0,73,ci,2038381,",ci2038381,",",ci,",",origin,phase-data,",0,,0.186,128.4,mc,earthquake,"M 2.2 - 17km N of Twentynine Palms, CA",6,Point,"[-116.067, 34.288, 1.147]",6
0,2.26,"17km N of Twentynine Palms, CA",694168982430,1454624835480,,https://earthquake.usgs.gov/earthquakes/eventpage/ci2038377,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci2038377&format=geojson,,,,,reviewed,0,79,ci,2038377,",ci2038377,",",ci,",",origin,phase-data,",0,,0.129,128.4,mc,earthquake,"M 2.3 - 17km N of Twentynine Palms, CA",7,Point,"[-116.067, 34.288, 0.447]",7
0,2.39,"1km SSE of Beatty, NV",694136341090,1454629610960,,https://earthquake.usgs.gov/earthquakes/eventpage/ci754220,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci754220&format=geojson,,,,,reviewed,0,88,ci,754220,",ci754220,",",ci,",",origin,phase-data,",0,,0.269,266.8,mc,quarry blast,"M 2.4 Quarry Blast - 1km SSE of Beatty, NV",8,Point,"[-116.75, 36.9, -1.513]",8
0,2.49,"5km SSW of Anza, CA",694118465150,1454633021950,,https://earthquake.usgs.gov/earthquakes/eventpage/ci2038334,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci2038334&format=geojson,,,,,reviewed,0,95,ci,2038334,",ci2038334,",",ci,",",origin,phase-data,",0,,0.203,40.9,mc,earthquake,"M 2.5 - 5km SSW of Anza, CA",9,Point,"[-116.701, 33.519, 10.256]",9
0,2.86,"4 km W of San Juan Bautista, California",694096268710,1482103767290,,https://earthquake.usgs.gov/earthquakes/eventpage/nc242102,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc242102&format=geojson,,,,,reviewed,0,126,nc,242102,",nc242102,ci2038308,usp000515k,",",nc,ci,us,",",focal-mechanism,nearby-cities,origin,phase-data,",84,0.02523,0.09,39,md,earthquake,"M 2.9 - 4 km W of San Juan Bautista, California",10,Point,"[-121.583, 36.8523333, 6.384]",10
0,2.13,"24 km SW of Davenport, California",694076465760,1482103720681,,https://earthquake.usgs.gov/earthquakes/eventpage/nc242094,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc242094&format=geojson,,,,,reviewed,0,70,nc,242094,",nc242094,",",nc,",",nearby-cities,origin,phase-data,",33,0.3054,0.19,241,md,earthquake,"M 2.1 - 24 km SW of Davenport, California",11,Point,"[-122.3825, 36.8541667, 0.748]",11
0,2.38,Central California,694072135820,1482103708110,,https://earthquake.usgs.gov/earthquakes/eventpage/nc242091,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc242091&format=geojson,,,,,reviewed,0,87,nc,242091,",nc242091,",",nc,",",focal-mechanism,nearby-cities,origin,phase-data,",77,0.02342,0.08,38,md,earthquake,M 2.4 - Central California,12,Point,"[-121.5805, 36.8513333, 6.474]",12
