,mag,place,time,updated,tz,url,detail,felt,cdi,mmi,alert,status,tsunami,sig,net,code,ids,sources,types,nst,dmin,rms,gap,magType,type,title,index,type,coordinates,index
0,2.73,"15km NNE of Apple Valley, CA",-207882541890,1459593633129,,https://earthquake.usgs.gov/earthquakes/eventpage/ci3331331,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci3331331&format=geojson,,,,,reviewed,0,115,ci,3331331,",ci3331331,",",ci,",",nearby-cities,origin,phase-data,",8,0.6665,0.38,187,ml,quarry blast,"M 2.7 Quarry Blast - 15km NNE of Apple Valley, CA",0,Point,"[-117.113, 34.6251667, 0.01]",0
0,3.03,"11km S of Borrego Springs, CA",-207942250680,1454010521290,,https://earthquake.usgs.gov/earthquakes/eventpage/ci3331327,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci3331327&format=geojson,,,,,reviewed,0,141,ci,3331327,",ci3331327,",",ci,",",origin,phase-data,",5,0.5346,0.61,161,ml,earthquake,"M 3.0 - 11km S of Borrego Springs, CA",1,Point,"[-116.3763333, 33.1545, 6]",1
0,3.59,"68km ENE of Beatty, NV",-208083388860,1454009491460,,https://earthquake.usgs.gov/earthquakes/eventpage/ci3332177,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci3332177&format=geojson,,,,,reviewed,0,198,ci,3332177,",ci3332177,",",ci,",",origin,phase-data,",11,1.751,1,265,ml,nuclear explosion,"M 3.6 Nuclear Explosion - 68km ENE of Beatty, NV",2,Point,"[-116.0425, 37.1281667, 0.01]",2
0,3.79,"6km W of Grapevine, CA",-208182125390,1454009993090,,https://earthquake.usgs.gov/earthquakes/eventpage/ci3331326,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci3331326&format=geojson,,,,,reviewed,0,221,ci,3331326,",ci3331326,",",ci,",",origin,phase-data,",11,0.109,0.34,91,ml,earthquake,"M 3.8 - 6km W of Grapevine, CA",3,Point,"[-118.9903333, 34.9516667, 11.25]",3
0,3.61,"44km S of Hawthorne, NV",-208325708300,1454011034670,,https://earthquake.usgs.gov/earthquakes/eventpage/ci3332176,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci3332176&format=geojson,,,,,reviewed,0,200,ci,3332176,",ci3332176,",",ci,",",origin,phase-data,",2,1.117,1.1,359,ml,earthquake,"M 3.6 - 44km S of Hawthorne, NV",4,Point,"[-118.6298333, 38.1265, 6]",4
0,3.32,"5km SSW of Malibu Beach, CA",-208388632470,1454010260460,,https://earthquake.usgs.gov/earthquakes/eventpage/ci3331325,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci3331325&format=geojson,,,,,reviewed,0,170,ci,3331325,",ci3331325,",",ci,",",origin,phase-data,",8,0.4757,0.53,112,ml,earthquake,"M 3.3 - 5km SSW of Malibu Beach, CA",5,Point,"[-118.7115, 33.9896667, 6]",5
0,3.89,"4km SSW of Westmorland, CA",-208588797250,1454011310360,,https://earthquake.usgs.gov/earthquakes/eventpage/ci3331322,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci3331322&format=geojson,,,,,reviewed,0,233,ci,3331322,",ci3331322,",",ci,",",origin,phase-data,",4,,0.37,161,ml,earthquake,"M 3.9 - 4km SSW of Westmorland, CA",6,Point,"[-115.6311667, 33.0016667, 0.62]",6
0,3.38,"3km SSE of Westmorland, CA",-208592254720,1454010540780,,https://earthquake.usgs.gov/earthquakes/eventpage/ci3331320,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci3331320&format=geojson,,,,,reviewed,0,176,ci,3331320,",ci3331320,",",ci,",",origin,phase-data,",4,,0.67,167,ml,earthquake,"M 3.4 - 3km SSE of Westmorland, CA",7,Point,"[-115.6111667, 33.0106667, 6]",7
0,3.09,"5km SE of Westmorland, CA",-208595477820,1454010801930,,https://earthquake.usgs.gov/earthquakes/eventpage/ci3331318,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci3331318&format=geojson,,,,,reviewed,0,147,ci,3331318,",ci3331318,",",ci,",",origin,phase-data,",4,,0.65,177,ml,earthquake,"M 3.1 - 5km SE of Westmorland, CA",8,Point,"[-115.5776667, 33.01, 6]",8
0,3.44,"3km S of Westmorland, CA",-208597384720,1454010274710,,https://earthquake.usgs.gov/earthquakes/eventpage/ci3331317,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci3331317&format=geojson,,,,,reviewed,0,182,ci,3331317,",ci3331317,",",ci,",",origin,phase-data,",4,,0.29,162,ml,earthquake,"M 3.4 - 3km S of Westmorland, CA",9,Point,"[-115.6268333, 33.0101667, 6]",9
