,mag,place,time,updated,tz,url,detail,felt,cdi,mmi,alert,status,tsunami,sig,net,code,ids,sources,types,nst,dmin,rms,gap,magType,type,title,index,type,coordinates,index
0,2.2,"4 km NNW of Mogul, Nevada",1212256839793,1532482583963,,https://earthquake.usgs.gov/earthquakes/eventpage/nn00257715,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nn00257715&format=geojson,,,,,reviewed,0,74,nn,00257715,",nn00257715,",",nn,",",origin,phase-data,",36,0.017,0.1433,56.53,ml,earthquake,"M 2.2 - 4 km NNW of Mogul, Nevada",0,Point,"[-119.9505, 39.5531, 5.3]",0
0,2.3,"3 km NNW of Mogul, Nevada",1212232443283,1532482587349,,https://earthquake.usgs.gov/earthquakes/eventpage/nn00247606,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nn00247606&format=geojson,,,,,reviewed,0,81,nn,00247606,",nn00247606,",",nn,",",origin,phase-data,",37,0.013,0.1534,55.4,ml,earthquake,"M 2.3 - 3 km NNW of Mogul, Nevada",1,Point,"[-119.9346, 39.5467, 4.3]",1
0,2.33,"4km ESE of Temecula, CA",1212228249720,1457476580075,,https://earthquake.usgs.gov/earthquakes/eventpage/ci14371544,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci14371544&format=geojson,,,,,reviewed,0,84,ci,14371544,",ci14371544,",",ci,",",nearby-cities,origin,phase-data,",77,0.1413,0.34,82,ml,earthquake,"M 2.3 - 4km ESE of Temecula, CA",2,Point,"[-117.1105, 33.4775, 11.883]",2
0,3,"3 km N of Mogul, Nevada",1212224996735,1532482587773,,https://earthquake.usgs.gov/earthquakes/eventpage/nn00247598,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nn00247598&format=geojson,,,,,reviewed,0,138,nn,00247598,",ci14371536,nn00247598,",",ci,nn,",",nearby-cities,origin,phase-data,",38,0.01,0.1135,33.86,ml,earthquake,"M 3.0 - 3 km N of Mogul, Nevada",3,Point,"[-119.929, 39.5475, 4.1]",3
0,2.4,"3 km NNW of Mogul, Nevada",1212224083366,1532482585713,,https://earthquake.usgs.gov/earthquakes/eventpage/nn00247595,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nn00247595&format=geojson,,,,,reviewed,0,89,nn,00247595,",nn00247595,",",nn,",",origin,phase-data,",43,0.013,0.1486,55.37,ml,earthquake,"M 2.4 - 3 km NNW of Mogul, Nevada",4,Point,"[-119.9348, 39.5453, 4.9]",4
0,2.06,"22km W of Palos Verdes Estates, CA",1212198040150,1457522533515,,https://earthquake.usgs.gov/earthquakes/eventpage/ci14371516,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci14371516&format=geojson,,,,,reviewed,0,65,ci,14371516,",ci14371516,",",ci,",",nearby-cities,origin,phase-data,",13,0.1923,0.33,99,ml,earthquake,"M 2.1 - 22km W of Palos Verdes Estates, CA",5,Point,"[-118.6315, 33.7765, 12.886]",5
0,2.16,"12km S of Solvang, CA",1212180937020,1457481799204,,https://earthquake.usgs.gov/earthquakes/eventpage/ci14371484,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci14371484&format=geojson,,,,,reviewed,0,72,ci,14371484,",ci14371484,",",ci,",",nearby-cities,origin,phase-data,",24,0.06183,0.51,184,ml,quarry blast,"M 2.2 Quarry Blast - 12km S of Solvang, CA",6,Point,"[-120.1341667, 34.4835, -0.537]",6
0,2.17,"11km NNW of North Shore, CA",1212162603440,1457541719640,,https://earthquake.usgs.gov/earthquakes/eventpage/ci14371412,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci14371412&format=geojson,,,,,reviewed,0,72,ci,14371412,",ci14371412,",",ci,",",nearby-cities,origin,phase-data,",50,0.03505,0.22,43,ml,earthquake,"M 2.2 - 11km NNW of North Shore, CA",7,Point,"[-115.9681667, 33.6251667, 7.918]",7
0,2.37,"15 km SSE of Tres Pinos, California",1212136742450,1484726411160,,https://earthquake.usgs.gov/earthquakes/eventpage/nc40218425,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc40218425&format=geojson,,,,,reviewed,0,86,nc,40218425,",nc40218425,",",nc,",",focal-mechanism,nearby-cities,origin,phase-data,",61,0.04595,0.06,39,md,earthquake,"M 2.4 - 15 km SSE of Tres Pinos, California",8,Point,"[-121.2846667, 36.6571667, 8.249]",8
0,2.19,"2 km W of Plumas Eureka, California",1212136671770,1484726402260,,https://earthquake.usgs.gov/earthquakes/eventpage/nc40218424,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc40218424&format=geojson,,,,,reviewed,0,74,nc,40218424,",nc40218424,",",nc,",",focal-mechanism,nearby-cities,origin,phase-data,",30,0.04595,0.08,68,md,earthquake,"M 2.2 - 2 km W of Plumas Eureka, California",9,Point,"[-120.6778333, 39.7926667, 7.138]",9
0,2.9,"12 km WNW of Panguitch, Utah",1212129801900,1415324167817,,https://earthquake.usgs.gov/earthquakes/eventpage/usp000g83q,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp000g83q&format=geojson,,,,,reviewed,0,129,us,p000g83q,",usp000g83q,",",us,",",impact-text,origin,phase-data,",20,,1.03,76.9,ml,earthquake,"M 2.9 - 12 km WNW of Panguitch, Utah",10,Point,"[-112.563, 37.871, 5]",10
0,2.63,"4 km WSW of Cobb, California",1212123436460,1484726317410,,https://earthquake.usgs.gov/earthquakes/eventpage/nc40218412,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc40218412&format=geojson,,,,,reviewed,0,106,nc,40218412,",nc40218412,",",nc,",",focal-mechanism,nearby-cities,origin,phase-data,",43,0.009009,0.06,50,md,earthquake,"M 2.6 - 4 km WSW of Cobb, California",11,Point,"[-122.7708333, 38.801, 0.22]",11
0,4.14,"6 km SW of Cobb, California",1212122916230,1593242233815,,https://earthquake.usgs.gov/earthquakes/eventpage/nc40218402,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc40218402&format=geojson,161,4.6,4.98,,reviewed,0,338,nc,40218402,",nc40218402,usp000g83g,ci14371324,",",nc,us,ci,",",dyfi,focal-mechanism,impact-text,moment-tensor,nearby-cities,origin,phase-data,shakemap,",76,0.005405,0.14,33,mw,earthquake,"M 4.1 - 6 km SW of Cobb, California",12,Point,"[-122.7641667, 38.7758333, 1.023]",12
0,2.08,"6 km SW of Cobb, California",1212122910450,1484726245500,,https://earthquake.usgs.gov/earthquakes/eventpage/nc40218401,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc40218401&format=geojson,,,,,reviewed,0,67,nc,40218401,",nc40218401,",",nc,",",focal-mechanism,nearby-cities,origin,phase-data,",73,0.007207,0.08,22,ml,earthquake,"M 2.1 - 6 km SW of Cobb, California",13,Point,"[-122.767, 38.7781667, 0.373]",13
0,2.84,"15 km SSE of Tres Pinos, California",1212119342100,1484726237460,,https://earthquake.usgs.gov/earthquakes/eventpage/nc40218400,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc40218400&format=geojson,,,,,reviewed,0,124,nc,40218400,",nc40218400,usp000g83b,",",nc,us,",",focal-mechanism,impact-text,nearby-cities,origin,phase-data,",84,0.01261,0.06,29,md,earthquake,"M 2.8 - 15 km SSE of Tres Pinos, California",14,Point,"[-121.2818333, 36.6561667, 8.16]",14
0,2.06,"9 km W of Cobb, California",1212099631560,1484726184420,,https://earthquake.usgs.gov/earthquakes/eventpage/nc40218392,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc40218392&format=geojson,,,,,reviewed,0,65,nc,40218392,",nc40218392,",",nc,",",focal-mechanism,nearby-cities,origin,phase-data,",48,0.004505,0.08,36,md,earthquake,"M 2.1 - 9 km W of Cobb, California",15,Point,"[-122.8305, 38.8373333, 1.626]",15
0,2.35,"7 km SSE of Joseph, Utah",1212092317650,1535498405930,,https://earthquake.usgs.gov/earthquakes/eventpage/uu50360515,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=uu50360515&format=geojson,,,,,reviewed,0,85,uu,50360515,",uu50360515,",",uu,",",origin,phase-data,",18,0.0546,0.29,61,ml,earthquake,"M 2.4 - 7 km SSE of Joseph, Utah",16,Point,"[-112.1786667, 38.567, -0.69]",16
0,2.27,"4 km SSW of Summit, Utah",1212042935490,1535498402600,,https://earthquake.usgs.gov/earthquakes/eventpage/uu50360490,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=uu50360490&format=geojson,,,,,reviewed,0,79,uu,50360490,",uu50360490,",",uu,",",origin,phase-data,",9,0.1895,0.22,113,ml,earthquake,"M 2.3 - 4 km SSW of Summit, Utah",17,Point,"[-112.9588333, 37.7675, 3.25]",17
0,2.01,"21km NNW of Borrego Springs, CA",1212036480150,1457486903060,,https://earthquake.usgs.gov/earthquakes/eventpage/ci10327341,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci10327341&format=geojson,,,,,reviewed,0,62,ci,10327341,",ci10327341,",",ci,",",nearby-cities,origin,phase-data,",30,0.08859,0.16,61,ml,earthquake,"M 2.0 - 21km NNW of Borrego Springs, CA",18,Point,"[-116.4395, 33.4353333, 14.058]",18
0,2.3,"32 km NE of Benton, California",1212028236698,1532482574049,,https://earthquake.usgs.gov/earthquakes/eventpage/nn00247146,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nn00247146&format=geojson,,,,,reviewed,0,81,nn,00247146,",usp000g80q,ci10327301,nn00247146,",",us,ci,nn,",",impact-text,nearby-cities,origin,phase-data,",28,0.021,0.1255,60.48,mb,earthquake,"M 2.3 - 32 km NE of Benton, California",19,Point,"[-118.1965, 38.0054, 5.2]",19
0,2.46,"16 km SE of Hatch, Utah",1212010870760,1535498401190,,https://earthquake.usgs.gov/earthquakes/eventpage/uu50360480,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=uu50360480&format=geojson,,,,,reviewed,0,93,uu,50360480,",uu50360480,",",uu,",",origin,phase-data,",20,0.1467,0.19,57,ml,earthquake,"M 2.5 - 16 km SE of Hatch, Utah",20,Point,"[-112.3221667, 37.5328333, 7.58]",20
0,2.73,"2km ENE of Colton, CA",1212007849240,1457471337805,,https://earthquake.usgs.gov/earthquakes/eventpage/ci10327257,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci10327257&format=geojson,,,,,reviewed,0,115,ci,10327257,",usp000g803,ci10327257,",",us,ci,",",impact-text,nearby-cities,origin,phase-data,",65,0.02334,0.18,24,ml,earthquake,"M 2.7 - 2km ENE of Colton, CA",21,Point,"[-117.2961667, 34.077, 15.588]",21
0,2.3,"3 km N of Mogul, Nevada",1212006635414,1532482568637,,https://earthquake.usgs.gov/earthquakes/eventpage/nn00247062,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nn00247062&format=geojson,,,,,reviewed,0,81,nn,00247062,",nn00247062,",",nn,",",origin,phase-data,",25,0.003,0.1377,56.75,ml,earthquake,"M 2.3 - 3 km N of Mogul, Nevada",22,Point,"[-119.921, 39.544, 2.7]",22
0,2.64,"4 km NE of Discovery Bay, California",1211982762390,1484725809920,,https://earthquake.usgs.gov/earthquakes/eventpage/nc40218319,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc40218319&format=geojson,,,,,reviewed,0,107,nc,40218319,",nc40218319,",",nc,",",focal-mechanism,nearby-cities,origin,phase-data,",108,0.1324,0.21,86,md,earthquake,"M 2.6 - 4 km NE of Discovery Bay, California",23,Point,"[-121.5591667, 37.933, 14.132]",23
0,2,"3 km NNE of Mogul, Nevada",1211973093811,1532482565096,,https://earthquake.usgs.gov/earthquakes/eventpage/nn00246972,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nn00246972&format=geojson,,,,,reviewed,0,62,nn,00246972,",nn00246972,",",nn,",",origin,phase-data,",17,0.007,0.0961,92.56,ml,earthquake,"M 2.0 - 3 km NNE of Mogul, Nevada",24,Point,"[-119.9101, 39.541, 2.4]",24
0,2.6,"3 km NNE of Mogul, Nevada",1211972053449,1532482564442,,https://earthquake.usgs.gov/earthquakes/eventpage/nn00246969,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nn00246969&format=geojson,,,,,reviewed,0,104,nn,00246969,",nn00246969,",",nn,",",origin,phase-data,",34,0.001,0.1344,55.6,ml,earthquake,"M 2.6 - 3 km NNE of Mogul, Nevada",25,Point,"[-119.9176, 39.5429, 2.4]",25
0,2.1,"3 km NNE of Mogul, Nevada",1211971661253,1532482564131,,https://earthquake.usgs.gov/earthquakes/eventpage/nn00246967,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nn00246967&format=geojson,,,,,reviewed,0,68,nn,00246967,",nn00246967,",",nn,",",origin,phase-data,",30,0.006,0.1401,58.51,ml,earthquake,"M 2.1 - 3 km NNE of Mogul, Nevada",26,Point,"[-119.9166, 39.5477, 2.1]",26
0,2.4,"28 km N of Beatty, Nevada",1211945655494,1532482569234,,https://earthquake.usgs.gov/earthquakes/eventpage/nn00247925,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nn00247925&format=geojson,,,,,reviewed,0,89,nn,00247925,",nn00247925,",",nn,",",origin,phase-data,",9,0.027,0.1059,242.08,ml,earthquake,"M 2.4 - 28 km N of Beatty, Nevada",27,Point,"[-116.7449, 37.1633, 0.8]",27
0,2.25,"28 km NE of Soledad, California",1211937239590,1484725649590,,https://earthquake.usgs.gov/earthquakes/eventpage/nc40218279,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc40218279&format=geojson,,,,,reviewed,0,78,nc,40218279,",nc40218279,",",nc,",",focal-mechanism,nearby-cities,origin,phase-data,",81,0.02342,0.13,33,md,earthquake,"M 2.3 - 28 km NE of Soledad, California",28,Point,"[-121.0686667, 36.5753333, 10.422]",28
0,2.3,"3 km NNE of Mogul, Nevada",1211933803653,1532482559987,,https://earthquake.usgs.gov/earthquakes/eventpage/nn00246928,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nn00246928&format=geojson,,,,,reviewed,0,81,nn,00246928,",nn00246928,",",nn,",",origin,phase-data,",39,0.002,0.1542,56.15,ml,earthquake,"M 2.3 - 3 km NNE of Mogul, Nevada",29,Point,"[-119.9178, 39.5437, 2.5]",29
0,2.11,"12km WNW of Calipatria, CA",1211890207100,1457459000566,,https://earthquake.usgs.gov/earthquakes/eventpage/ci10326993,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci10326993&format=geojson,,,,,reviewed,0,68,ci,10326993,",ci10326993,",",ci,",",nearby-cities,origin,phase-data,",52,0.007584,0.3,41,ml,earthquake,"M 2.1 - 12km WNW of Calipatria, CA",30,Point,"[-115.6366667, 33.1676667, 3.423]",30
0,2.65,"12km WNW of Calipatria, CA",1211889297440,1457497050355,,https://earthquake.usgs.gov/earthquakes/eventpage/ci10326965,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci10326965&format=geojson,,,,,reviewed,0,108,ci,10326965,",ci10326965,",",ci,",",nearby-cities,origin,phase-data,",52,0.01179,0.45,30,ml,earthquake,"M 2.7 - 12km WNW of Calipatria, CA",31,Point,"[-115.625, 33.1705, 7.073]",31
0,2.61,"13km WNW of Calipatria, CA",1211889177600,1457517529660,,https://earthquake.usgs.gov/earthquakes/eventpage/ci10326961,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci10326961&format=geojson,,,,,reviewed,0,105,ci,10326961,",ci10326961,",",ci,",",nearby-cities,origin,phase-data,",58,0.01493,0.27,31,ml,earthquake,"M 2.6 - 13km WNW of Calipatria, CA",32,Point,"[-115.649, 33.1635, 1.823]",32
0,2.11,"13km WNW of Calipatria, CA",1211889034710,1457541699256,,https://earthquake.usgs.gov/earthquakes/eventpage/ci10326949,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci10326949&format=geojson,,,,,reviewed,0,68,ci,10326949,",ci10326949,",",ci,",",nearby-cities,origin,phase-data,",48,0.00854,0.27,36,ml,earthquake,"M 2.1 - 13km WNW of Calipatria, CA",33,Point,"[-115.6408333, 33.167, 2.113]",33
0,2.08,"12km WNW of Calipatria, CA",1211887106110,1457497048813,,https://earthquake.usgs.gov/earthquakes/eventpage/ci10326925,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci10326925&format=geojson,,,,,reviewed,0,67,ci,10326925,",ci10326925,",",ci,",",nearby-cities,origin,phase-data,",30,0.0141,0.3,38,ml,earthquake,"M 2.1 - 12km WNW of Calipatria, CA",34,Point,"[-115.6411667, 33.1613333, 2.323]",34
0,2.6,"54 km E of Fallon Station, Nevada",1211887067808,1532482557524,,https://earthquake.usgs.gov/earthquakes/eventpage/nn00246814,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nn00246814&format=geojson,,,,,reviewed,0,104,nn,00246814,",nn00246814,",",nn,",",origin,phase-data,",9,0.455,0.1068,152.73,ml,earthquake,"M 2.6 - 54 km E of Fallon Station, Nevada",35,Point,"[-118.0899, 39.3478, 3.8]",35
0,2.49,"13km NNW of Westmorland, CA",1211881919140,1457517523618,,https://earthquake.usgs.gov/earthquakes/eventpage/ci10326861,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci10326861&format=geojson,,,,,reviewed,0,95,ci,10326861,",ci10326861,",",ci,",",nearby-cities,origin,phase-data,",24,0.01909,0.27,65,ml,earthquake,"M 2.5 - 13km NNW of Westmorland, CA",36,Point,"[-115.6611667, 33.1503333, 0.733]",36
