,mag,place,time,updated,tz,url,detail,felt,cdi,mmi,alert,status,tsunami,sig,net,code,ids,sources,types,nst,dmin,rms,gap,magType,type,title,index,type,coordinates,index
0,2.7,"14km N of Borrego Springs, CA",-965393643500,1453919426470,,https://earthquake.usgs.gov/earthquakes/eventpage/ci10086930,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci10086930&format=geojson,,,,,reviewed,0,112,ci,10086930,",ci10086930,",",ci,",",origin,phase-data,",3,0.8946,0.34,294,ml,earthquake,"M 2.7 - 14km N of Borrego Springs, CA",0,Point,"[-116.3833333, 33.3808333, 6]",0
0,3.09,"6km SW of Riverside, CA",-965418641410,1453919675190,,https://earthquake.usgs.gov/earthquakes/eventpage/ci3365018,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci3365018&format=geojson,,,,,reviewed,0,147,ci,3365018,",ci3365018,",",ci,",",origin,phase-data,",5,0.09783,0.54,138,ml,earthquake,"M 3.1 - 6km SW of Riverside, CA",1,Point,"[-117.44, 33.9115, 0.02]",1
0,2.11,"15km SSW of Seal Beach, CA",-965611166950,1453920449090,,https://earthquake.usgs.gov/earthquakes/eventpage/ci3365015,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci3365015&format=geojson,,,,,reviewed,0,68,ci,3365015,",ci3365015,",",ci,",",origin,phase-data,",2,0.5296,0.09,352,ml,earthquake,"M 2.1 - 15km SSW of Seal Beach, CA",2,Point,"[-118.1621667, 33.6175, 6]",2
0,2.76,"6km NW of Norco, CA",-965639457700,1453919925140,,https://earthquake.usgs.gov/earthquakes/eventpage/ci3365014,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci3365014&format=geojson,,,,,reviewed,0,117,ci,3365014,",ci3365014,",",ci,",",origin,phase-data,",3,0.1903,0.06,212,ml,earthquake,"M 2.8 - 6km NW of Norco, CA",3,Point,"[-117.6013333, 33.962, 6]",3
0,2.11,"4km WNW of Los Alamitos, CA",-965759849090,1453920709220,,https://earthquake.usgs.gov/earthquakes/eventpage/ci3365013,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci3365013&format=geojson,,,,,reviewed,0,68,ci,3365013,",ci3365013,",",ci,",",origin,phase-data,",2,0.3372,0.11,347,ml,earthquake,"M 2.1 - 4km WNW of Los Alamitos, CA",4,Point,"[-118.1095, 33.8143333, 6]",4
0,2.09,"2km WSW of Artesia, CA",-965799085860,1453919426010,,https://earthquake.usgs.gov/earthquakes/eventpage/ci3365012,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci3365012&format=geojson,,,,,reviewed,0,67,ci,3365012,",ci3365012,",",ci,",",origin,phase-data,",2,0.2929,0.24,273,ml,earthquake,"M 2.1 - 2km WSW of Artesia, CA",5,Point,"[-118.1061667, 33.8598333, 6]",5
0,3.49,"8km SW of Big Bear Lake, CA",-965889855690,1453920182490,,https://earthquake.usgs.gov/earthquakes/eventpage/ci3365011,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci3365011&format=geojson,,,,,reviewed,0,187,ci,3365011,",ci3365011,",",ci,",",origin,phase-data,",6,0.3906,0.64,213,ml,earthquake,"M 3.5 - 8km SW of Big Bear Lake, CA",6,Point,"[-116.9653333, 34.1856667, 7.73]",6
0,3.24,"16km ENE of Barstow, CA",-965953241540,1453920708710,,https://earthquake.usgs.gov/earthquakes/eventpage/ci3365010,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci3365010&format=geojson,,,,,reviewed,0,162,ci,3365010,",ci3365010,",",ci,",",origin,phase-data,",4,1.057,0.35,240,ml,earthquake,"M 3.2 - 16km ENE of Barstow, CA",7,Point,"[-116.8621667, 34.9636667, 6]",7
0,2.83,"4km SSE of North Shore, CA",-966098871080,1453919425560,,https://earthquake.usgs.gov/earthquakes/eventpage/ci3365008,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci3365008&format=geojson,,,,,reviewed,0,123,ci,3365008,",ci3365008,",",ci,",",origin,phase-data,",2,1.277,0.5,309,ml,earthquake,"M 2.8 - 4km SSE of North Shore, CA",8,Point,"[-115.9265, 33.4905, 6]",8
0,2.83,"17km ESE of Calipatria, CA",-966100622130,1453919924690,,https://earthquake.usgs.gov/earthquakes/eventpage/ci3365009,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci3365009&format=geojson,,,,,reviewed,0,123,ci,3365009,",ci3365009,",",ci,",",origin,phase-data,",4,1.625,0.9,324,mh,earthquake,"M 2.8 - 17km ESE of Calipatria, CA",9,Point,"[-115.3396667, 33.0905, 6]",9
