,mag,place,time,updated,tz,url,detail,felt,cdi,mmi,alert,status,tsunami,sig,net,code,ids,sources,types,nst,dmin,rms,gap,magType,type,title,index,type,coordinates,index
0,4.5,"18 km SW of Dursunbey, Turkey",517568098740,1415320706309,,https://earthquake.usgs.gov/earthquakes/eventpage/usp0002ug5,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp0002ug5&format=geojson,,,,,reviewed,0,312,us,p0002ug5,",usp0002ug5,",",us,",",origin,phase-data,",,,1,,mb,earthquake,"M 4.5 - 18 km SW of Dursunbey, Turkey",0,Point,"[28.472, 39.47, 19.1]",0
0,3.5,"32 km SSE of Mýrina, Greece",517411698370,1415320705924,,https://earthquake.usgs.gov/earthquakes/eventpage/usp0002uds,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp0002uds&format=geojson,,,,,reviewed,0,188,us,p0002uds,",usp0002uds,",",us,",",origin,phase-data,",,,1.1,,ml,earthquake,"M 3.5 - 32 km SSE of Mýrina, Greece",1,Point,"[25.256, 39.618, 10]",1
0,3.5,"7 km SE of Polichnítos, Greece",516719799580,1415320704260,,https://earthquake.usgs.gov/earthquakes/eventpage/usp0002u3p,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp0002u3p&format=geojson,,,,,reviewed,0,188,us,p0002u3p,",usp0002u3p,",",us,",",origin,phase-data,",,,1.4,,ml,earthquake,"M 3.5 - 7 km SE of Polichnítos, Greece",2,Point,"[26.242, 39.029, 10.1]",2
0,4.6,"14 km N of Marmara, Turkey",516564836190,1415320703929,,https://earthquake.usgs.gov/earthquakes/eventpage/usp0002u1x,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp0002u1x&format=geojson,,,,,reviewed,0,326,us,p0002u1x,",usp0002u1x,",",us,",",origin,phase-data,",,,0.7,,mb,earthquake,"M 4.6 - 14 km N of Marmara, Turkey",3,Point,"[27.572, 40.718, 10]",3
0,4.3,"22 km SW of Dursunbey, Turkey",516423685640,1415320703578,,https://earthquake.usgs.gov/earthquakes/eventpage/usp0002tzh,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp0002tzh&format=geojson,,,,,reviewed,0,284,us,p0002tzh,",usp0002tzh,",",us,",",origin,phase-data,",,,1.2,,mb,earthquake,"M 4.3 - 22 km SW of Dursunbey, Turkey",4,Point,"[28.428, 39.455, 11.1]",4
0,3.3,"21 km S of Mýrina, Greece",516330036820,1415320703361,,https://earthquake.usgs.gov/earthquakes/eventpage/usp0002tye,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp0002tye&format=geojson,,,,,reviewed,0,168,us,p0002tye,",usp0002tye,",",us,",",origin,phase-data,",,,1.1,,ml,earthquake,"M 3.3 - 21 km S of Mýrina, Greece",5,Point,"[25.023, 39.686, 10]",5
0,3.6,Aegean Sea,515537459270,1415320699950,,https://earthquake.usgs.gov/earthquakes/eventpage/usp0002tgb,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp0002tgb&format=geojson,,,,,reviewed,0,199,us,p0002tgb,",usp0002tgb,",",us,",",origin,phase-data,",,,1,,mb,earthquake,M 3.6 - Aegean Sea,6,Point,"[24.803, 40.092, 9.3]",6
0,4.4,"17 km WSW of Tercan, Turkey",511011556750,1415320682934,,https://earthquake.usgs.gov/earthquakes/eventpage/usp0002rsp,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp0002rsp&format=geojson,,,,,reviewed,0,298,us,p0002rsp,",usp0002rsp,",",us,",",origin,phase-data,",,,1,,mb,earthquake,"M 4.4 - 17 km WSW of Tercan, Turkey",7,Point,"[40.203, 39.688, 10]",7
0,3.8,"23 km NNE of Gökçeada, Turkey",510698678420,1415320681972,,https://earthquake.usgs.gov/earthquakes/eventpage/usp0002rns,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp0002rns&format=geojson,,,,,reviewed,0,222,us,p0002rns,",usp0002rns,",",us,",",origin,phase-data,",,,0.8,,mb,earthquake,"M 3.8 - 23 km NNE of Gökçeada, Turkey",8,Point,"[26.059, 40.377, 6.9]",8
0,3.3,"31 km SE of Sykiá, Greece",510662658270,1415320681951,,https://earthquake.usgs.gov/earthquakes/eventpage/usp0002rnj,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp0002rnj&format=geojson,,,,,reviewed,0,168,us,p0002rnj,",usp0002rnj,",",us,",",origin,phase-data,",,,1.1,,ml,earthquake,"M 3.3 - 31 km SE of Sykiá, Greece",9,Point,"[24.244, 39.882, 10.8]",9
