,mag,place,time,updated,tz,url,detail,felt,cdi,mmi,alert,status,tsunami,sig,net,code,ids,sources,types,nst,dmin,rms,gap,magType,type,title,index,type,coordinates,index
0,4.2,"9 km NNE of Küçükkumla, Turkey",936138514190,1415322501531,,https://earthquake.usgs.gov/earthquakes/eventpage/usp0009dw6,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp0009dw6&format=geojson,,,,,reviewed,0,271,us,p0009dw6,",usp0009dw6,",",us,",",origin,phase-data,",,,1.27,,mb,earthquake,"M 4.2 - 9 km NNE of Küçükkumla, Turkey",0,Point,"[29.13, 40.555, 10]",0
0,3,"7 km N of Çiftlikköy, Turkey",936097602050,1415322501473,,https://earthquake.usgs.gov/earthquakes/eventpage/usp0009dvh,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp0009dvh&format=geojson,,,,,reviewed,0,138,us,p0009dvh,",usp0009dvh,",",us,",",origin,phase-data,",,,,,md,earthquake,"M 3.0 - 7 km N of Çiftlikköy, Turkey",1,Point,"[29.334, 40.729, 4.7]",1
0,4.5,"1 km NNE of Kar??yaka, Turkey",936088403830,1415322501441,,https://earthquake.usgs.gov/earthquakes/eventpage/usp0009dv9,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp0009dv9&format=geojson,,,,,reviewed,0,312,us,p0009dv9,",usp0009dv9,",",us,",",origin,phase-data,",,,1.13,,mb,earthquake,"M 4.5 - 1 km NNE of Kar??yaka, Turkey",2,Point,"[29.954, 40.708, 10]",2
0,5.2,"2 km NNE of Kar??yaka, Turkey",936087049530,1651256232787,,https://earthquake.usgs.gov/earthquakes/eventpage/usp0009dv7,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp0009dv7&format=geojson,,,6.075,,reviewed,0,416,us,p0009dv7,",gcmtb083199a,usp0009dv7,gcmt19990831081049,atlas19990831081051,iscgem1655596,",",gcmt,us,gcmt,atlas,iscgem,",",focal-mechanism,impact-text,moment-tensor,origin,phase-data,shakemap,trump-shakemap,",,,1.04,,mwc,earthquake,"M 5.2 - 2 km NNE of Kar??yaka, Turkey",3,Point,"[29.949, 40.711, 10]",3
0,3.5,"10 km N of Yalova, Turkey",936026677140,1415322501362,,https://earthquake.usgs.gov/earthquakes/eventpage/usp0009duj,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp0009duj&format=geojson,,,,,reviewed,0,188,us,p0009duj,",usp0009duj,",",us,",",origin,phase-data,",,,,,md,earthquake,"M 3.5 - 10 km N of Yalova, Turkey",4,Point,"[29.266, 40.75, 8.5]",4
0,3,"7 km NNE of Küçükkumla, Turkey",936003628710,1415322501289,,https://earthquake.usgs.gov/earthquakes/eventpage/usp0009dtv,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp0009dtv&format=geojson,,,,,reviewed,0,138,us,p0009dtv,",usp0009dtv,",",us,",",origin,phase-data,",,,,,md,earthquake,"M 3.0 - 7 km NNE of Küçükkumla, Turkey",5,Point,"[29.148, 40.532, 1.2]",5
0,3.2,"1 km SW of Ç?narc?k, Turkey",935997486650,1415322501282,,https://earthquake.usgs.gov/earthquakes/eventpage/usp0009dtr,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp0009dtr&format=geojson,,,,,reviewed,0,158,us,p0009dtr,",usp0009dtr,",",us,",",origin,phase-data,",,,,,md,earthquake,"M 3.2 - 1 km SW of Ç?narc?k, Turkey",6,Point,"[29.114, 40.64, 8.3]",6
0,4.1,"15 km SSW of Haymana, Turkey",935995886730,1415322501281,,https://earthquake.usgs.gov/earthquakes/eventpage/usp0009dtq,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp0009dtq&format=geojson,,,,,reviewed,0,259,us,p0009dtq,",usp0009dtq,",",us,",",origin,phase-data,",,,,,md,earthquake,"M 4.1 - 15 km SSW of Haymana, Turkey",7,Point,"[32.401, 39.31, 2.1]",7
0,4.2,"12 km S of Düzce, Turkey",935921702290,1415322501197,,https://earthquake.usgs.gov/earthquakes/eventpage/usp0009dss,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp0009dss&format=geojson,,,,,reviewed,0,271,us,p0009dss,",usp0009dss,",",us,",",impact-text,origin,phase-data,",,,1.04,,mb,earthquake,"M 4.2 - 12 km S of Düzce, Turkey",8,Point,"[31.173, 40.725, 10]",8
0,3.5,"7 km NW of ?zmit, Turkey",935828867960,1415322500925,,https://earthquake.usgs.gov/earthquakes/eventpage/usp0009drc,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp0009drc&format=geojson,,,,,reviewed,0,188,us,p0009drc,",usp0009drc,",",us,",",origin,phase-data,",,,0.67,,mb,earthquake,"M 3.5 - 7 km NW of ?zmit, Turkey",9,Point,"[29.871, 40.818, 10]",9
0,3.9,"26 km ENE of Pulumer, Turkey",935705597170,1415322500254,,https://earthquake.usgs.gov/earthquakes/eventpage/usp0009dpq,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp0009dpq&format=geojson,,,,,reviewed,0,234,us,p0009dpq,",usp0009dpq,",",us,",",origin,phase-data,",,,0.96,,mb,earthquake,"M 3.9 - 26 km ENE of Pulumer, Turkey",10,Point,"[40.18, 39.584, 10]",10
0,4.8,"0 km ENE of Köseköy, Turkey",935689778080,1415322500205,,https://earthquake.usgs.gov/earthquakes/eventpage/usp0009dpe,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp0009dpe&format=geojson,,,,,reviewed,0,354,us,p0009dpe,",usp0009dpe,",",us,",",origin,phase-data,",,,1.08,,mb,earthquake,"M 4.8 - 0 km ENE of Köseköy, Turkey",11,Point,"[30.016, 40.744, 10]",11
0,4.2,"9 km WSW of Sapanca, Turkey",935521137490,1415322499782,,https://earthquake.usgs.gov/earthquakes/eventpage/usp0009dk4,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp0009dk4&format=geojson,,,,,reviewed,0,271,us,p0009dk4,",usp0009dk4,",",us,",",origin,phase-data,",,,1.24,,mb,earthquake,"M 4.2 - 9 km WSW of Sapanca, Turkey",12,Point,"[30.16, 40.659, 10]",12
0,4.2,"16 km NNW of Altp?nar, Turkey",935516234450,1415322499773,,https://earthquake.usgs.gov/earthquakes/eventpage/usp0009dk0,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp0009dk0&format=geojson,,,,,reviewed,0,271,us,p0009dk0,",usp0009dk0,",",us,",",origin,phase-data,",,,1.18,,mb,earthquake,"M 4.2 - 16 km NNW of Altp?nar, Turkey",13,Point,"[32.705, 39.349, 10]",13
0,4.9,"12 km ESE of Haymana, Turkey",935516000500,1415322499757,,https://earthquake.usgs.gov/earthquakes/eventpage/usp0009djz,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp0009djz&format=geojson,,,,,reviewed,0,369,us,p0009djz,",usp0009djz,",",us,",",impact-text,origin,phase-data,",,,1.32,,mb,earthquake,"M 4.9 - 12 km ESE of Haymana, Turkey",14,Point,"[32.636, 39.392, 10]",14
0,4.1,"4 km S of Koruköy, Turkey",935445291570,1415322499563,,https://earthquake.usgs.gov/earthquakes/eventpage/usp0009dj1,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp0009dj1&format=geojson,,,,,reviewed,0,259,us,p0009dj1,",usp0009dj1,",",us,",",origin,phase-data,",,,1.07,,mb,earthquake,"M 4.1 - 4 km S of Koruköy, Turkey",15,Point,"[29.162, 40.615, 10]",15
0,3.9,"23 km SW of Düzce, Turkey",935444667260,1415322499556,,https://earthquake.usgs.gov/earthquakes/eventpage/usp0009dhz,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp0009dhz&format=geojson,,,,,reviewed,0,234,us,p0009dhz,",usp0009dhz,",",us,",",origin,phase-data,",,,1.52,,mb,earthquake,"M 3.9 - 23 km SW of Düzce, Turkey",16,Point,"[30.991, 40.675, 10]",16
0,3.8,Western Turkey,935440524310,1415322499547,,https://earthquake.usgs.gov/earthquakes/eventpage/usp0009dhu,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp0009dhu&format=geojson,,,,,reviewed,0,222,us,p0009dhu,",usp0009dhu,",",us,",",origin,phase-data,",,,1.35,,mb,earthquake,M 3.8 - Western Turkey,17,Point,"[30.823, 40.73, 10]",17
0,4.5,"13 km ESE of Akyaz?, Turkey",935332258860,1415322499352,,https://earthquake.usgs.gov/earthquakes/eventpage/usp0009dg7,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp0009dg7&format=geojson,,,,,reviewed,0,312,us,p0009dg7,",usp0009dg7,",",us,",",origin,phase-data,",,,1,,mb,earthquake,"M 4.5 - 13 km ESE of Akyaz?, Turkey",18,Point,"[30.773, 40.638, 10]",18
0,4.5,"13 km ESE of Yayladere, Turkey",935320375040,1415322499300,,https://earthquake.usgs.gov/earthquakes/eventpage/usp0009dg3,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp0009dg3&format=geojson,,,,,reviewed,0,312,us,p0009dg3,",usp0009dg3,",",us,",",origin,phase-data,",,,1.28,,mb,earthquake,"M 4.5 - 13 km ESE of Yayladere, Turkey",19,Point,"[40.214, 39.175, 10]",19
0,3.9,"7 km SSW of Kad?köy, Turkey",935286447580,1415322499234,,https://earthquake.usgs.gov/earthquakes/eventpage/usp0009dfm,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp0009dfm&format=geojson,,,,,reviewed,0,234,us,p0009dfm,",usp0009dfm,",",us,",",origin,phase-data,",,,0.99,,mb,earthquake,"M 3.9 - 7 km SSW of Kad?köy, Turkey",20,Point,"[29.179, 40.564, 10]",20
0,3.8,"1 km ENE of Yalova, Turkey",935229687580,1415322498805,,https://earthquake.usgs.gov/earthquakes/eventpage/usp0009dej,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp0009dej&format=geojson,,,,,reviewed,0,222,us,p0009dej,",usp0009dej,",",us,",",origin,phase-data,",,,1.27,,mb,earthquake,"M 3.8 - 1 km ENE of Yalova, Turkey",21,Point,"[29.293, 40.658, 10]",21
0,3.3,"9 km SW of ?ile, Turkey",935196025780,1415322498432,,https://earthquake.usgs.gov/earthquakes/eventpage/usp0009de1,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp0009de1&format=geojson,,,,,reviewed,0,168,us,p0009de1,",usp0009de1,",",us,",",origin,phase-data,",,,1.43,,mb,earthquake,"M 3.3 - 9 km SW of ?ile, Turkey",22,Point,"[29.522, 41.125, 10]",22
0,3.9,"5 km SSE of Ç?narc?k, Turkey",935179962130,1415322498350,,https://earthquake.usgs.gov/earthquakes/eventpage/usp0009ddj,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp0009ddj&format=geojson,,,,,reviewed,0,234,us,p0009ddj,",usp0009ddj,",",us,",",origin,phase-data,",,,1.09,,mb,earthquake,"M 3.9 - 5 km SSE of Ç?narc?k, Turkey",23,Point,"[29.159, 40.599, 10]",23
0,4.2,"7 km SE of Hendek, Turkey",935164741980,1415322498310,,https://earthquake.usgs.gov/earthquakes/eventpage/usp0009dd3,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp0009dd3&format=geojson,,,,,reviewed,0,271,us,p0009dd3,",usp0009dd3,",",us,",",origin,phase-data,",,,1.15,,mb,earthquake,"M 4.2 - 7 km SE of Hendek, Turkey",24,Point,"[30.819, 40.753, 10]",24
0,4.3,"13 km SSE of Akyaz?, Turkey",935143216810,1415322498197,,https://earthquake.usgs.gov/earthquakes/eventpage/usp0009dcf,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp0009dcf&format=geojson,,,,,reviewed,0,284,us,p0009dcf,",usp0009dcf,",",us,",",origin,phase-data,",,,1.05,,mb,earthquake,"M 4.3 - 13 km SSE of Akyaz?, Turkey",25,Point,"[30.677, 40.573, 10]",25
0,4,"1 km SE of Ula?l?, Turkey",935142516740,1415322498193,,https://earthquake.usgs.gov/earthquakes/eventpage/usp0009dcd,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp0009dcd&format=geojson,,,,,reviewed,0,246,us,p0009dcd,",usp0009dcd,",",us,",",origin,phase-data,",,,1.49,,mb,earthquake,"M 4.0 - 1 km SE of Ula?l?, Turkey",26,Point,"[29.708, 40.694, 10]",26
0,4.5,"6 km SE of Kad?köy, Turkey",935141334780,1415322498181,,https://earthquake.usgs.gov/earthquakes/eventpage/usp0009dcb,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp0009dcb&format=geojson,,,,,reviewed,0,312,us,p0009dcb,",usp0009dcb,",",us,",",origin,phase-data,",,,1.12,,mb,earthquake,"M 4.5 - 6 km SE of Kad?köy, Turkey",27,Point,"[29.274, 40.58, 10]",27
0,4.1,"0 km SE of Kullar, Turkey",935107381960,1415322497932,,https://earthquake.usgs.gov/earthquakes/eventpage/usp0009dbt,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp0009dbt&format=geojson,,,,,reviewed,0,259,us,p0009dbt,",usp0009dbt,",",us,",",origin,phase-data,",,,1.19,,mb,earthquake,"M 4.1 - 0 km SE of Kullar, Turkey",28,Point,"[29.994, 40.72, 10]",28
0,4,"15 km N of Nall?han, Turkey",935087689160,1415322497671,,https://earthquake.usgs.gov/earthquakes/eventpage/usp0009db7,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp0009db7&format=geojson,,,,,reviewed,0,246,us,p0009db7,",usp0009db7,",",us,",",origin,phase-data,",,,1.16,,mb,earthquake,"M 4.0 - 15 km N of Nall?han, Turkey",29,Point,"[31.323, 40.325, 10]",29
0,3.8,"0 km WSW of Koruköy, Turkey",935076382260,1415322497645,,https://earthquake.usgs.gov/earthquakes/eventpage/usp0009db0,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp0009db0&format=geojson,,,,,reviewed,0,222,us,p0009db0,",usp0009db0,",",us,",",origin,phase-data,",,,1.03,,mb,earthquake,"M 3.8 - 0 km WSW of Koruköy, Turkey",30,Point,"[29.152, 40.652, 10]",30
