,mag,place,time,updated,tz,url,detail,felt,cdi,mmi,alert,status,tsunami,sig,net,code,ids,sources,types,nst,dmin,rms,gap,magType,type,title,index,type,coordinates,index
0,3.6,"39 km W of Eresós, Greece",391416708840,1415320280514,,https://earthquake.usgs.gov/earthquakes/eventpage/usp0001mjn,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp0001mjn&format=geojson,,,,,reviewed,0,199,us,p0001mjn,",usp0001mjn,",",us,",",origin,phase-data,",,,0.8,,ml,earthquake,"M 3.6 - 39 km W of Eresós, Greece",0,Point,"[25.476, 39.193, 10]",0
0,4.2,"15 km E of Göynük, Turkey",391040266380,1415320279905,,https://earthquake.usgs.gov/earthquakes/eventpage/usp0001mg2,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp0001mg2&format=geojson,,,,,reviewed,0,271,us,p0001mg2,",usp0001mg2,",",us,",",origin,phase-data,",,,0.9,,mb,earthquake,"M 4.2 - 15 km E of Göynük, Turkey",1,Point,"[30.965, 40.39, 10]",1
0,3.5,"6 km E of Mudanya, Turkey",391018986640,1415320279843,,https://earthquake.usgs.gov/earthquakes/eventpage/usp0001mfw,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp0001mfw&format=geojson,,,,,reviewed,0,188,us,p0001mfw,",usp0001mfw,",",us,",",impact-text,origin,phase-data,",,,1.2,,mb,earthquake,"M 3.5 - 6 km E of Mudanya, Turkey",2,Point,"[28.964, 40.368, 10]",2
0,4,"7 km SSW of Küçükkumla, Turkey",390710568780,1415320279308,,https://earthquake.usgs.gov/earthquakes/eventpage/usp0001me5,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp0001me5&format=geojson,,,,,reviewed,0,246,us,p0001me5,",usp0001me5,",",us,",",origin,phase-data,",,,1.3,,mb,earthquake,"M 4.0 - 7 km SSW of Küçükkumla, Turkey",3,Point,"[29.057, 40.407, 10]",3
0,4.3,eastern Turkey,390287346390,1415320278531,,https://earthquake.usgs.gov/earthquakes/eventpage/usp0001mb7,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp0001mb7&format=geojson,,,,,reviewed,0,284,us,p0001mb7,",usp0001mb7,",",us,",",origin,phase-data,",,,1,,mb,earthquake,M 4.3 - eastern Turkey,4,Point,"[41.711, 39.403, 33]",4
0,3.4,"41 km WNW of Eresós, Greece",389565809910,1415320276395,,https://earthquake.usgs.gov/earthquakes/eventpage/usp0001m4s,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp0001m4s&format=geojson,,,,,reviewed,0,178,us,p0001m4s,",usp0001m4s,",",us,",",origin,phase-data,",,,0.4,,ml,earthquake,"M 3.4 - 41 km WNW of Eresós, Greece",5,Point,"[25.529, 39.366, 11.6]",5
0,3.2,"39 km NW of Eresós, Greece",389393080790,1415320276065,,https://earthquake.usgs.gov/earthquakes/eventpage/usp0001m3u,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp0001m3u&format=geojson,,,,,reviewed,0,158,us,p0001m3u,",usp0001m3u,",",us,",",origin,phase-data,",,,1.1,,ml,earthquake,"M 3.2 - 39 km NW of Eresós, Greece",6,Point,"[25.563, 39.371, 10]",6
0,3.4,"42 km SE of Karyes, Greece",388831409370,1415320272034,,https://earthquake.usgs.gov/earthquakes/eventpage/usp0001kzx,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp0001kzx&format=geojson,,,,,reviewed,0,178,us,p0001kzx,",usp0001kzx,",",us,",",origin,phase-data,",,,1.1,,mb,earthquake,"M 3.4 - 42 km SE of Karyes, Greece",7,Point,"[24.568, 39.969, 10]",7
0,3.4,"53 km SE of Mýrina, Greece",388610609320,1415320271078,,https://earthquake.usgs.gov/earthquakes/eventpage/usp0001kxt,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp0001kxt&format=geojson,,,,,reviewed,0,178,us,p0001kxt,",usp0001kxt,",",us,",",origin,phase-data,",,,1.2,,ml,earthquake,"M 3.4 - 53 km SE of Mýrina, Greece",8,Point,"[25.478, 39.511, 10]",8
0,3.7,"43 km NW of Eresós, Greece",388535908580,1415320270898,,https://earthquake.usgs.gov/earthquakes/eventpage/usp0001kx4,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp0001kx4&format=geojson,,,,,reviewed,0,211,us,p0001kx4,",usp0001kx4,",",us,",",origin,phase-data,",,,1.4,,mb,earthquake,"M 3.7 - 43 km NW of Eresós, Greece",9,Point,"[25.649, 39.494, 10]",9
