,mag,place,time,updated,tz,url,detail,felt,cdi,mmi,alert,status,tsunami,sig,net,code,ids,sources,types,nst,dmin,rms,gap,magType,type,title,index,type,coordinates,index
0,2.7,"25 km NNW of Simav, Turkey",896641835700,1415322317452,,https://earthquake.usgs.gov/earthquakes/eventpage/usp0008p3r,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp0008p3r&format=geojson,,,,,reviewed,0,112,us,p0008p3r,",usp0008p3r,",",us,",",origin,phase-data,",,,,,md,earthquake,"M 2.7 - 25 km NNW of Simav, Turkey",0,Point,"[28.899, 39.305, 10]",0
0,2.8,"12 km W of Kocadere, Turkey",896627788100,1415322317413,,https://earthquake.usgs.gov/earthquakes/eventpage/usp0008p38,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp0008p38&format=geojson,,,,,reviewed,0,121,us,p0008p38,",usp0008p38,",",us,",",origin,phase-data,",,,,,md,earthquake,"M 2.8 - 12 km W of Kocadere, Turkey",1,Point,"[28.887, 40.638, 6]",1
0,2.6,"33 km W of Marmara, Turkey",896609573200,1415322317393,,https://earthquake.usgs.gov/earthquakes/eventpage/usp0008p2w,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp0008p2w&format=geojson,,,,,reviewed,0,104,us,p0008p2w,",usp0008p2w,",",us,",",origin,phase-data,",,,,,md,earthquake,"M 2.6 - 33 km W of Marmara, Turkey",2,Point,"[27.162, 40.547, 13]",2
0,3.7,"3 km S of Amasya, Turkey",896598344200,1415322317377,,https://earthquake.usgs.gov/earthquakes/eventpage/usp0008p2m,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp0008p2m&format=geojson,,,,,reviewed,0,211,us,p0008p2m,",usp0008p2m,",",us,",",origin,phase-data,",,,,,md,earthquake,"M 3.7 - 3 km S of Amasya, Turkey",3,Point,"[35.835, 40.621, 5]",3
0,2.7,"2 km ESE of Ç?narc?k, Turkey",896572521400,1415322317303,,https://earthquake.usgs.gov/earthquakes/eventpage/usp0008p21,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp0008p21&format=geojson,,,,,reviewed,0,112,us,p0008p21,",usp0008p21,",",us,",",origin,phase-data,",,,,,md,earthquake,"M 2.7 - 2 km ESE of Ç?narc?k, Turkey",4,Point,"[29.146, 40.637, 5]",4
0,2.6,"20 km W of Mudanya, Turkey",896556791400,1415322317266,,https://earthquake.usgs.gov/earthquakes/eventpage/usp0008p1d,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp0008p1d&format=geojson,,,,,reviewed,0,104,us,p0008p1d,",usp0008p1d,",",us,",",origin,phase-data,",,,,,md,earthquake,"M 2.6 - 20 km W of Mudanya, Turkey",5,Point,"[28.647, 40.386, 10]",5
0,2.8,"12 km W of Karacaköy, Turkey",896546709800,1415322317196,,https://earthquake.usgs.gov/earthquakes/eventpage/usp0008p0x,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp0008p0x&format=geojson,,,,,reviewed,0,121,us,p0008p0x,",usp0008p0x,",",us,",",origin,phase-data,",,,,,md,earthquake,"M 2.8 - 12 km W of Karacaköy, Turkey",6,Point,"[28.235, 41.42, 8]",6
0,3.2,"2 km NE of Vareiá, Greece",896542545300,1415322317188,,https://earthquake.usgs.gov/earthquakes/eventpage/usp0008p0u,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp0008p0u&format=geojson,,,,,reviewed,0,158,us,p0008p0u,",usp0008p0u,",",us,",",origin,phase-data,",,,,,md,earthquake,"M 3.2 - 2 km NE of Vareiá, Greece",7,Point,"[26.601, 39.094, 10]",7
0,2.8,"22 km NE of Akhisar, Turkey",896452994900,1415322316852,,https://earthquake.usgs.gov/earthquakes/eventpage/usp0008ny1,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp0008ny1&format=geojson,,,,,reviewed,0,121,us,p0008ny1,",usp0008ny1,",",us,",",origin,phase-data,",,,,,md,earthquake,"M 2.8 - 22 km NE of Akhisar, Turkey",8,Point,"[28.034, 39.048, 10]",8
0,2.4,"8 km NE of Mudanya, Turkey",896449745600,1415322316841,,https://earthquake.usgs.gov/earthquakes/eventpage/usp0008nxv,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp0008nxv&format=geojson,,,,,reviewed,0,89,us,p0008nxv,",usp0008nxv,",",us,",",origin,phase-data,",,,,,md,earthquake,"M 2.4 - 8 km NE of Mudanya, Turkey",9,Point,"[28.941, 40.438, 5]",9
0,2.9,"8 km NNE of Demirta?, Turkey",896449313000,1415322316838,,https://earthquake.usgs.gov/earthquakes/eventpage/usp0008nxt,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp0008nxt&format=geojson,,,,,reviewed,0,129,us,p0008nxt,",usp0008nxt,",",us,",",origin,phase-data,",,,,,md,earthquake,"M 2.9 - 8 km NNE of Demirta?, Turkey",10,Point,"[29.135, 40.342, 10]",10
0,2.7,"17 km NW of Tav?anl?, Turkey",896443956900,1415322316837,,https://earthquake.usgs.gov/earthquakes/eventpage/usp0008nxs,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp0008nxs&format=geojson,,,,,reviewed,0,112,us,p0008nxs,",usp0008nxs,",",us,",",origin,phase-data,",,,,,md,earthquake,"M 2.7 - 17 km NW of Tav?anl?, Turkey",11,Point,"[29.347, 39.652, 10]",11
0,2.6,"14 km NW of Tav?anl?, Turkey",896439742200,1415322316817,,https://earthquake.usgs.gov/earthquakes/eventpage/usp0008nxm,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp0008nxm&format=geojson,,,,,reviewed,0,104,us,p0008nxm,",usp0008nxm,",",us,",",origin,phase-data,",,,,,md,earthquake,"M 2.6 - 14 km NW of Tav?anl?, Turkey",12,Point,"[29.397, 39.647, 8]",12
0,2.7,"11 km SE of S?nd?rg?, Turkey",896432339500,1415322316814,,https://earthquake.usgs.gov/earthquakes/eventpage/usp0008nxj,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp0008nxj&format=geojson,,,,,reviewed,0,112,us,p0008nxj,",usp0008nxj,",",us,",",origin,phase-data,",,,,,md,earthquake,"M 2.7 - 11 km SE of S?nd?rg?, Turkey",13,Point,"[28.284, 39.177, 10]",13
0,2.7,"15 km NW of Tav?anl?, Turkey",896431736000,1415322316812,,https://earthquake.usgs.gov/earthquakes/eventpage/usp0008nxg,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp0008nxg&format=geojson,,,,,reviewed,0,112,us,p0008nxg,",usp0008nxg,",",us,",",origin,phase-data,",,,,,md,earthquake,"M 2.7 - 15 km NW of Tav?anl?, Turkey",14,Point,"[29.4, 39.655, 10]",14
0,2.6,"3 km S of Tav?anl?, Turkey",896426294100,1415322316798,,https://earthquake.usgs.gov/earthquakes/eventpage/usp0008nxc,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp0008nxc&format=geojson,,,,,reviewed,0,104,us,p0008nxc,",usp0008nxc,",",us,",",origin,phase-data,",,,,,md,earthquake,"M 2.6 - 3 km S of Tav?anl?, Turkey",15,Point,"[29.495, 39.514, 10]",15
